Year,ZIP code,Age Group,Number of Visits,Age-adjusted rate,County Fips code,County
2013,"93722
(36.804703, -119.878101)",Children (0-17),398,167.1,6019,FRESNO
2015,"93004
(34.279506, -119.168896)",Children (0-17),50,79.7,6111,VENTURA
2014,"94521
(37.957871, -121.972682)",Children (0-17),48,57.1,6013,CONTRA COSTA
2015,"93561
(35.131657, -118.503589)",Children (0-17),70,101,6029,KERN
2015,"93555
(35.712094, -117.555001)",Children (0-17),64,76.7,6029,KERN
2013,"92404
(34.157118, -117.266819)",Children (0-17),293,148.3,6071,SAN BERNARDINO
2013,"92595
(33.614732, -117.261693)",Children (0-17),32,40.4,6065,RIVERSIDE
2014,"95322
(37.193372, -121.002457)",Children (0-17),23,87.3,6047,MERCED
2015,"95076
(36.937136, -121.765301)",Children (0-17),234,93.8,6087,SANTA CRUZ
2015,"94609
(37.834707, -122.26418)",Children (0-17),47,145,6001,ALAMEDA
2014,"94116
(37.744235, -122.485994)",Children (0-17),34,49.6,6075,SAN FRANCISCO
2015,"94703
(37.86325, -122.275306)",Children (0-17),44,137.5,6001,ALAMEDA
2013,"93550
(34.539869, -118.091953)",Children (0-17),350,143.6,6037,LOS ANGELES
2015,"93311
(35.271024, -119.141477)",Children (0-17),91,72.7,6029,KERN
2014,"93625
(36.624085, -119.67223)",Children (0-17),33,155.4,6019,FRESNO
2013,"93615
(36.50871, -119.284907)",Children (0-17),13,56.5,6107,TULARE
2014,"94597
(37.919929, -122.069523)",Children (0-17),14,36.5,6013,CONTRA COSTA
2013,"95338
(37.495845, -119.922369)",Children (0-17),12,62.5,6043,MARIPOSA
2013,"94803
(37.966915, -122.289275)",Children (0-17),59,122.2,6013,CONTRA COSTA
2014,"95023
(36.857424, -121.325919)",Children (0-17),107,75.1,6069,SAN BENITO
2015,"93704
(36.797684, -119.801681)",Children (0-17),121,170.6,6019,FRESNO
2014,"94109
(37.792737, -122.420971)",Children (0-17),20,52,6075,SAN FRANCISCO
2013,"95404
(38.458384, -122.675588)",Children (0-17),45,50.9,6097,SONOMA
2013,"92507
(33.974632, -117.331548)",Children (0-17),121,96.3,6065,RIVERSIDE
2014,"95341
(37.261667, -120.472619)",Children (0-17),159,132.4,6047,MERCED
2015,"93647
(36.566786, -119.24207)",Children (0-17),40,95.1,6107,TULARE
2015,"94014
(37.693765, -122.451431)",Children (0-17),75,76,6081,SAN MATEO
2014,"93726
(36.793737, -119.763275)",Children (0-17),192,169.7,6019,FRESNO
2014,"93637
(36.924059, -120.128145)",Children (0-17),198,162.8,6039,MADERA
2015,"93442
(35.387301, -120.832038)",Children (0-17),19,114.2,6079,SAN LUIS OBISPO
2013,"92324
(34.055011, -117.31356)",Children (0-17),168,94.5,6071,SAN BERNARDINO
2015,"92585
(33.739949, -117.17079)",Children (0-17),35,67.1,6065,RIVERSIDE
2013,"93555
(35.712094, -117.555001)",Children (0-17),67,79.3,6029,KERN
2015,"95334
(37.368723, -120.733541)",Children (0-17),40,84.5,6047,MERCED
2014,"92354
(34.050139, -117.248657)",Children (0-17),49,102.1,6071,SAN BERNARDINO
2014,"92504
(33.914716, -117.402477)",Children (0-17),95,69.6,6065,RIVERSIDE
2015,"95326
(37.590275, -120.856527)",Children (0-17),15,53.8,6099,STANISLAUS
2014,"94133
(37.801827, -122.411027)",Children (0-17),17,61.7,6075,SAN FRANCISCO
2013,"93458
(34.953234, -120.457884)",Children (0-17),143,73.6,6083,SANTA BARBARA
2014,"92405
(34.143159, -117.299602)",Children (0-17),147,166.6,6071,SAN BERNARDINO
2014,"95148
(37.330774, -121.78794)",Children (0-17),52,47.5,6085,SANTA CLARA
2014,"94903
(38.015961, -122.546013)",Children (0-17),18,33.1,6041,MARIN
2014,"94019
(37.469389, -122.42791)",Children (0-17),27,58.4,6081,SAN MATEO
2015,"92679
(33.630348, -117.58535)",Children (0-17),13,15.1,6059,ORANGE
2015,"94560
(37.535897, -122.035463)",Children (0-17),89,82.3,6001,ALAMEDA
2015,"93210
(36.243008, -120.350304)",Children (0-17),41,112.7,6019,FRESNO
2013,"95136
(37.269741, -121.850651)",Children (0-17),40,36.4,6085,SANTA CLARA
2015,"92543
(33.727175, -116.974374)",Children (0-17),78,92.4,6065,RIVERSIDE
2013,"93301
(35.381723, -119.019984)",Children (0-17),71,205.5,6029,KERN
2014,"93117
(34.461834, -119.983449)",Children (0-17),41,58.8,6083,SANTA BARBARA
2013,"93930
(36.172181, -121.098685)",Children (0-17),27,46.7,6053,MONTEREY
2015,"92677
(33.530495, -117.702838)",Children (0-17),28,21.7,6059,ORANGE
2013,"94580
(37.678849, -122.131241)",Children (0-17),71,105.8,6001,ALAMEDA
2015,"95112
(37.346161, -121.885603)",Children (0-17),57,52.7,6085,SANTA CLARA
2015,"95356
(37.705497, -121.025515)",Children (0-17),57,73.4,6099,STANISLAUS
2014,"92647
(33.723965, -118.006519)",Children (0-17),56,44.5,6059,ORANGE
2015,"93267
(36.143305, -119.101023)",Children (0-17),12,56,6107,TULARE
2015,"94559
(38.281163, -122.294975)",Children (0-17),35,54.4,6055,NAPA
2013,"95120
(37.210861, -121.854515)",Children (0-17),15,16.5,6085,SANTA CLARA
2015,"92694
(33.55213, -117.638098)",Children (0-17),22,22.9,6059,ORANGE
2015,"95370
(37.994102, -120.336794)",Children (0-17),23,49,6109,TUOLUMNE
2013,"94085
(37.388509, -122.01556)",Children (0-17),24,43.5,6085,SANTA CLARA
2015,"95111
(37.283205, -121.827219)",Children (0-17),116,72.6,6085,SANTA CLARA
2014,"93308
(35.485441, -119.013391)",Children (0-17),142,98.8,6029,KERN
2014,"93292
(36.363298, -119.234364)",Children (0-17),102,88.5,6107,TULARE
2014,"93215
(35.78148, -119.201964)",Children (0-17),140,86.5,6029,KERN
2013,"93611
(36.825049, -119.68081)",Children (0-17),93,86.3,6019,FRESNO
2013,"94564
(37.996364, -122.289893)",Children (0-17),16,44.3,6013,CONTRA COSTA
2015,"94061
(37.462383, -122.234589)",Children (0-17),60,70.1,6081,SAN MATEO
2015,"93706
(36.675079, -119.865393)",Children (0-17),320,228.5,6019,FRESNO
2015,"95451
(38.933149, -122.779847)",Children (0-17),18,80.8,6033,LAKE
2015,"92557
(33.960268, -117.249334)",Children (0-17),106,74,6065,RIVERSIDE
2014,"95206
(37.920355, -121.34758)",Children (0-17),238,111.1,6077,SAN JOAQUIN
2013,"95377
(37.706062, -121.470117)",Children (0-17),66,63.8,6077,SAN JOAQUIN
2014,"92867
(33.814615, -117.824086)",Children (0-17),34,31.4,6059,ORANGE
2015,"93654
(36.624907, -119.425139)",Children (0-17),140,152.9,6019,FRESNO
2015,"93648
(36.615466, -119.525823)",Children (0-17),140,232,6019,FRESNO
2014,"95437
(39.447, -123.759003)",Children (0-17),26,91.8,6045,MENDOCINO
2014,"93314
(35.400552, -119.202706)",Children (0-17),28,42.4,6029,KERN
2013,"95357
(37.666276, -120.902269)",Children (0-17),24,70.3,6099,STANISLAUS
2013,"94030
(37.599817, -122.401738)",Children (0-17),14,34.3,6081,SAN MATEO
2014,"94087
(37.351582, -122.036938)",Children (0-17),25,16.8,6085,SANTA CLARA
2013,"94103
(37.772469, -122.411853)",Children (0-17),21,81.8,6075,SAN FRANCISCO
2014,"92653
(33.595874, -117.702101)",Children (0-17),19,30.6,6059,ORANGE
2014,"94134
(37.720238, -122.409289)",Children (0-17),74,88.1,6075,SAN FRANCISCO
2013,"93307
(35.277962, -118.942809)",Children (0-17),392,127.4,6029,KERN
2015,"93710
(36.823692, -119.763561)",Children (0-17),113,177.5,6019,FRESNO
2013,"92612
(33.662262, -117.826486)",Children (0-17),23,68.2,6059,ORANGE
2015,"93420
(35.127636, -120.48545)",Children (0-17),29,54.2,6079,SAN LUIS OBISPO
2014,"94066
(37.625996, -122.430433)",Children (0-17),69,76.7,6081,SAN MATEO
2013,"94109
(37.792737, -122.420971)",Children (0-17),15,34.1,6075,SAN FRANCISCO
2013,"93706
(36.675079, -119.865393)",Children (0-17),298,207.2,6019,FRESNO
2013,"95340
(37.322613, -120.441471)",Children (0-17),180,198.3,6047,MERCED
2013,"94602
(37.803359, -122.208722)",Children (0-17),55,84.8,6001,ALAMEDA
2015,"93035
(34.183914, -119.220419)",Children (0-17),36,65.5,6111,VENTURA
2015,"92551
(33.885024, -117.222995)",Children (0-17),82,82,6065,RIVERSIDE
2013,"95334
(37.368723, -120.733541)",Children (0-17),35,71,6047,MERCED
2014,"94114
(37.758161, -122.436326)",Children (0-17),18,48.9,6075,SAN FRANCISCO
2015,"94804
(37.922963, -122.338618)",Children (0-17),213,207.4,6013,CONTRA COSTA
2014,"93552
(34.57381, -118.028346)",Children (0-17),127,102.5,6037,LOS ANGELES
2015,"93705
(36.786226, -119.828256)",Children (0-17),249,221.5,6019,FRESNO
2015,"93930
(36.172181, -121.098685)",Children (0-17),31,55.9,6053,MONTEREY
2014,"92557
(33.960268, -117.249334)",Children (0-17),87,66.4,6065,RIVERSIDE
2015,"95240
(38.117535, -121.225176)",Children (0-17),98,74.4,6077,SAN JOAQUIN
2014,"94603
(37.73935, -122.174404)",Children (0-17),207,210.3,6001,ALAMEDA
2015,"93458
(34.953234, -120.457884)",Children (0-17),185,92.9,6083,SANTA BARBARA
2015,"94030
(37.599817, -122.401738)",Children (0-17),15,36,6081,SAN MATEO
2013,"93646
(36.626843, -119.303444)",Children (0-17),37,88.8,6019,FRESNO
2013,"92708
(33.709733, -117.952983)",Children (0-17),45,43,6059,ORANGE
2015,"92821
(33.924795, -117.890559)",Children (0-17),35,42.9,6059,ORANGE
2013,"93291
(36.356493, -119.354121)",Children (0-17),108,61.9,6107,TULARE
2013,"92284
(34.166982, -116.429685)",Children (0-17),34,59.3,6071,SAN BERNARDINO
2013,"93638
(37.008645, -120.04833)",Children (0-17),257,144.5,6039,MADERA
2013,"93711
(36.830703, -119.832932)",Children (0-17),66,86.9,6019,FRESNO
2013,"94596
(37.891075, -122.046642)",Children (0-17),24,70.1,6013,CONTRA COSTA
2013,"92553
(33.923837, -117.243436)",Children (0-17),197,80.8,6065,RIVERSIDE
2013,"94506
(37.807057, -121.912878)",Children (0-17),16,26,6013,CONTRA COSTA
2015,"95315
(37.426875, -120.77224)",Children (0-17),40,92,6047,MERCED
2015,"94608
(37.835234, -122.283407)",Children (0-17),80,169.2,6001,ALAMEDA
2014,"93445
(35.102368, -120.611276)",Children (0-17),21,118.7,6079,SAN LUIS OBISPO
2013,"94583
(37.755754, -121.963415)",Children (0-17),35,40.2,6013,CONTRA COSTA
2015,"94402
(37.546535, -122.329726)",Children (0-17),15,34,6081,SAN MATEO
2014,"93615
(36.50871, -119.284907)",Children (0-17),18,72.9,6107,TULARE
2014,"94085
(37.388509, -122.01556)",Children (0-17),23,40.8,6085,SANTA CLARA
2014,"94107
(37.765747, -122.395824)",Children (0-17),30,103.1,6075,SAN FRANCISCO
2015,"94577
(37.719656, -122.160848)",Children (0-17),125,115.6,6001,ALAMEDA
2013,"94565
(38.014874, -121.911466)",Children (0-17),359,145,6013,CONTRA COSTA
2014,"93311
(35.271024, -119.141477)",Children (0-17),58,46.6,6029,KERN
2014,"95127
(37.370649, -121.815641)",Children (0-17),94,57.2,6085,SANTA CLARA
2013,"92532
(33.687951, -117.30251)",Children (0-17),26,43.5,6065,RIVERSIDE
2015,"94066
(37.625996, -122.430433)",Children (0-17),56,63.2,6081,SAN MATEO
2015,"94903
(38.015961, -122.546013)",Children (0-17),14,26.1,6041,MARIN
2013,"93927
(36.271051, -121.312737)",Children (0-17),41,58.6,6053,MONTEREY
2015,"93021
(34.291238, -118.87573)",Children (0-17),42,45.1,6111,VENTURA
2013,"95206
(37.920355, -121.34758)",Children (0-17),242,111.2,6077,SAN JOAQUIN
2014,"92629
(33.477429, -117.703973)",Children (0-17),20,46.6,6059,ORANGE
2013,"92405
(34.143159, -117.299602)",Children (0-17),137,155.5,6071,SAN BERNARDINO
2014,"95380
(37.48049, -120.863436)",Children (0-17),151,128,6099,STANISLAUS
2014,"93458
(34.953234, -120.457884)",Children (0-17),146,75.5,6083,SANTA BARBARA
2013,"94577
(37.719656, -122.160848)",Children (0-17),113,106.3,6001,ALAMEDA
2013,"95322
(37.193372, -121.002457)",Children (0-17),19,73.4,6047,MERCED
2014,"94402
(37.546535, -122.329726)",Children (0-17),18,30.4,6081,SAN MATEO
2013,"94114
(37.758161, -122.436326)",Children (0-17),13,31.8,6075,SAN FRANCISCO
2013,"93926
(36.523602, -121.430714)",Children (0-17),22,65.2,6053,MONTEREY
2015,"93306
(35.400031, -118.909275)",Children (0-17),215,104.6,6029,KERN
2015,"95307
(37.574294, -120.950573)",Children (0-17),82,64.6,6099,STANISLAUS
2015,"92603
(33.631368, -117.798592)",Children (0-17),13,35.3,6059,ORANGE
2013,"95403
(38.486997, -122.749134)",Children (0-17),69,65.4,6097,SONOMA
2013,"95240
(38.117535, -121.225176)",Children (0-17),86,63.5,6077,SAN JOAQUIN
2015,"93401
(35.245417, -120.639108)",Children (0-17),29,73.5,6079,SAN LUIS OBISPO
2015,"93612
(36.815415, -119.711438)",Children (0-17),141,160.1,6019,FRESNO
2015,"93286
(36.488984, -119.070573)",Children (0-17),18,54.5,6107,TULARE
2014,"94598
(37.916331, -122.020165)",Children (0-17),18,39.6,6013,CONTRA COSTA
2014,"94043
(37.407179, -122.076246)",Children (0-17),19,29.7,6085,SANTA CLARA
2013,"93561
(35.131657, -118.503589)",Children (0-17),43,60.6,6029,KERN
2015,"93250
(35.661185, -119.200586)",Children (0-17),62,118.2,6029,KERN
2013,"95360
(37.304268, -121.139103)",Children (0-17),27,73.7,6099,STANISLAUS
2015,"94521
(37.957871, -121.972682)",Children (0-17),45,54.9,6013,CONTRA COSTA
2013,"93110
(34.437546, -119.767792)",Children (0-17),13,50.9,6083,SANTA BARBARA
2013,"94122
(37.761208, -122.48469)",Children (0-17),32,39.4,6075,SAN FRANCISCO
2014,"94503
(38.178317, -122.240598)",Children (0-17),37,66.3,6055,NAPA
2014,"95119
(37.2323, -121.788205)",Children (0-17),17,69.8,6085,SANTA CLARA
2015,"93638
(37.008645, -120.04833)",Children (0-17),287,159.4,6039,MADERA
2013,"94112
(37.720647, -122.442853)",Children (0-17),148,101.8,6075,SAN FRANCISCO
2014,"92833
(33.877213, -117.960852)",Children (0-17),82,65.7,6059,ORANGE
2015,"92392
(34.479332, -117.397422)",Children (0-17),192,115.8,6071,SAN BERNARDINO
2013,"93906
(36.712109, -121.637493)",Children (0-17),188,108,6053,MONTEREY
2014,"92870
(33.881785, -117.85529)",Children (0-17),80,65.4,6059,ORANGE
2013,"92354
(34.050139, -117.248657)",Children (0-17),40,85.1,6071,SAN BERNARDINO
2013,"94132
(37.723307, -122.481194)",Children (0-17),34,89.8,6075,SAN FRANCISCO
2015,"94112
(37.720647, -122.442853)",Children (0-17),118,81.7,6075,SAN FRANCISCO
2015,"95204
(37.973903, -121.317479)",Children (0-17),73,113.2,6077,SAN JOAQUIN
2015,"92504
(33.914716, -117.402477)",Children (0-17),103,76,6065,RIVERSIDE
2014,"93610
(37.087779, -120.288598)",Children (0-17),75,143.1,6039,MADERA
2013,"93312
(35.39414, -119.121133)",Children (0-17),62,36.8,6029,KERN
2015,"94087
(37.351582, -122.036938)",Children (0-17),27,18.4,6085,SANTA CLARA
2014,"93454
(34.950985, -120.321876)",Children (0-17),104,98.1,6083,SANTA BARBARA
2015,"95355
(37.672094, -120.947977)",Children (0-17),112,80.4,6099,STANISLAUS
2014,"93444
(35.035889, -120.496113)",Children (0-17),17,36.5,6079,SAN LUIS OBISPO
2015,"95133
(37.373292, -121.858989)",Children (0-17),30,43.5,6085,SANTA CLARA
2015,"93307
(35.277962, -118.942809)",Children (0-17),400,129.2,6029,KERN
2013,"92880
(33.9357, -117.595283)",Children (0-17),97,47.3,6065,RIVERSIDE
2014,"93647
(36.566786, -119.24207)",Children (0-17),32,76,6107,TULARE
2015,"94591
(38.107585, -122.209634)",Children (0-17),164,86.1,6095,SOLANO
2014,"95124
(37.257218, -121.922723)",Children (0-17),35,29.7,6085,SANTA CLARA
2014,"95304
(37.717418, -121.387909)",Children (0-17),24,71.7,6077,SAN JOAQUIN
2013,"93660
(36.596174, -120.179209)",Children (0-17),18,96,6019,FRESNO
2015,"94403
(37.538901, -122.302625)",Children (0-17),40,43.9,6081,SAN MATEO
2015,"93955
(36.622307, -121.82792)",Children (0-17),57,62.6,6053,MONTEREY
2015,"94132
(37.723307, -122.481194)",Children (0-17),24,65.3,6075,SAN FRANCISCO
2013,"95051
(37.348247, -121.984056)",Children (0-17),49,37.9,6085,SANTA CLARA
2013,"94002
(37.516183, -122.295488)",Children (0-17),12,20.8,6081,SAN MATEO
2014,"94112
(37.720647, -122.442853)",Children (0-17),131,90.5,6075,SAN FRANCISCO
2014,"93004
(34.279506, -119.168896)",Children (0-17),45,71,6111,VENTURA
2013,"93434
(34.958339, -120.583977)",Children (0-17),34,140.3,6083,SANTA BARBARA
2015,"92308
(34.448672, -117.17418)",Children (0-17),103,101.8,6071,SAN BERNARDINO
2015,"95340
(37.322613, -120.441471)",Children (0-17),185,205.3,6047,MERCED
2015,"94124
(37.732716, -122.388738)",Children (0-17),128,143.7,6075,SAN FRANCISCO
2014,"92313
(34.031847, -117.314782)",Children (0-17),29,104.6,6071,SAN BERNARDINO
2015,"93012
(34.216668, -118.990368)",Children (0-17),12,15,6111,VENTURA
2015,"94561
(37.996731, -121.694828)",Children (0-17),92,85.1,6013,CONTRA COSTA
2014,"95377
(37.706062, -121.470117)",Children (0-17),48,47.4,6077,SAN JOAQUIN
2015,"92782
(33.73018, -117.795309)",Children (0-17),29,61.1,6059,ORANGE
2013,"94598
(37.916331, -122.020165)",Children (0-17),19,41.7,6013,CONTRA COSTA
2014,"92630
(33.641684, -117.688753)",Children (0-17),40,29.9,6059,ORANGE
2013,"95123
(37.244771, -121.829629)",Children (0-17),80,52.3,6085,SANTA CLARA
2014,"93955
(36.622307, -121.82792)",Children (0-17),62,65.1,6053,MONTEREY
2013,"92606
(33.698423, -117.809204)",Children (0-17),21,41.9,6059,ORANGE
2014,"93660
(36.596174, -120.179209)",Children (0-17),18,104.5,6019,FRESNO
2015,"95380
(37.48049, -120.863436)",Children (0-17),117,98.7,6099,STANISLAUS
2015,"94502
(37.737131, -122.243967)",Children (0-17),16,56.5,6001,ALAMEDA
2013,"94131
(37.743863, -122.441007)",Children (0-17),21,51,6075,SAN FRANCISCO
2015,"94102
(37.779168, -122.419625)",Children (0-17),30,103.3,6075,SAN FRANCISCO
2013,"94578
(37.703962, -122.126643)",Children (0-17),132,132.9,6001,ALAMEDA
2014,"94544
(37.634142, -122.064979)",Children (0-17),232,116.4,6001,ALAMEDA
2015,"93422
(35.475579, -120.679205)",Children (0-17),24,36.9,6079,SAN LUIS OBISPO
2013,"93267
(36.143305, -119.101023)",Children (0-17),21,98.4,6107,TULARE
2013,"93012
(34.216668, -118.990368)",Children (0-17),15,19.3,6111,VENTURA
2013,"93727
(36.750318, -119.699087)",Children (0-17),259,112,6019,FRESNO
2015,"95130
(37.287399, -121.982223)",Children (0-17),12,35.6,6085,SANTA CLARA
2015,"94063
(37.486352, -122.214854)",Children (0-17),93,108.6,6081,SAN MATEO
2013,"95124
(37.257218, -121.922723)",Children (0-17),32,27.1,6085,SANTA CLARA
2014,"93933
(36.675218, -121.790758)",Children (0-17),43,86.2,6053,MONTEREY
2013,"93401
(35.245417, -120.639108)",Children (0-17),21,51.6,6079,SAN LUIS OBISPO
2015,"93455
(34.86075, -120.416107)",Children (0-17),50,51.2,6083,SANTA BARBARA
2014,"92844
(33.766041, -117.970761)",Children (0-17),29,52.1,6059,ORANGE
2013,"92346
(34.123358, -117.193375)",Children (0-17),104,69.4,6071,SAN BERNARDINO
2015,"93105
(34.498628, -119.748212)",Children (0-17),12,30.1,6083,SANTA BARBARA
2014,"95409
(38.458965, -122.630156)",Children (0-17),15,32.3,6097,SONOMA
2014,"94901
(37.973771, -122.51209)",Children (0-17),44,49.8,6041,MARIN
2013,"93610
(37.087779, -120.288598)",Children (0-17),55,102.1,6039,MADERA
2013,"95358
(37.620149, -121.070491)",Children (0-17),79,83.2,6099,STANISLAUS
2015,"95367
(37.727982, -120.942022)",Children (0-17),55,78.5,6099,STANISLAUS
2015,"94606
(37.792676, -122.243983)",Children (0-17),123,171.9,6001,ALAMEDA
2015,"93646
(36.626843, -119.303444)",Children (0-17),53,130.6,6019,FRESNO
2013,"92555
(33.917934, -117.158886)",Children (0-17),68,59.4,6065,RIVERSIDE
2015,"92530
(33.652316, -117.369097)",Children (0-17),101,57,6065,RIVERSIDE
2015,"94133
(37.801827, -122.411027)",Children (0-17),15,56.3,6075,SAN FRANCISCO
2013,"94588
(37.694621, -121.892391)",Children (0-17),34,45,6001,ALAMEDA
2014,"95215
(37.953574, -121.179776)",Children (0-17),39,58.5,6077,SAN JOAQUIN
2014,"92563
(33.576465, -117.148479)",Children (0-17),62,33.3,6065,RIVERSIDE
2015,"93444
(35.035889, -120.496113)",Children (0-17),29,62,6079,SAN LUIS OBISPO
2014,"95008
(37.280602, -121.955079)",Children (0-17),27,26.5,6085,SANTA CLARA
2014,"94070
(37.497845, -122.267517)",Children (0-17),12,17,6081,SAN MATEO
2014,"93907
(36.771091, -121.664391)",Children (0-17),52,91.2,6053,MONTEREY
2015,"93615
(36.50871, -119.284907)",Children (0-17),29,129,6107,TULARE
2015,"92301
(34.617329, -117.496669)",Children (0-17),158,134.2,6071,SAN BERNARDINO
2015,"94526
(37.814603, -121.985857)",Children (0-17),23,30.9,6013,CONTRA COSTA
2013,"94041
(37.38864, -122.074673)",Children (0-17),15,52.9,6085,SANTA CLARA
2014,"94015
(37.679547, -122.478678)",Children (0-17),84,74.4,6081,SAN MATEO
2015,"92407
(34.225469, -117.323496)",Children (0-17),181,109.5,6071,SAN BERNARDINO
2015,"94109
(37.792737, -122.420971)",Children (0-17),29,78.2,6075,SAN FRANCISCO
2015,"93268
(35.16747, -119.426618)",Children (0-17),28,56.8,6029,KERN
2014,"92555
(33.917934, -117.158886)",Children (0-17),98,87.7,6065,RIVERSIDE
2013,"93534
(34.700538, -118.149832)",Children (0-17),206,185.3,6037,LOS ANGELES
2015,"94519
(37.983975, -122.013541)",Children (0-17),27,62.7,6013,CONTRA COSTA
2015,"95209
(38.041495, -121.344491)",Children (0-17),73,67.3,6077,SAN JOAQUIN
2013,"94107
(37.765747, -122.395824)",Children (0-17),16,50.2,6075,SAN FRANCISCO
2013,"94539
(37.51699, -121.926137)",Children (0-17),29,25,6001,ALAMEDA
2014,"92585
(33.739949, -117.17079)",Children (0-17),32,57.6,6065,RIVERSIDE
2013,"92505
(33.922054, -117.488902)",Children (0-17),103,76,6065,RIVERSIDE
2013,"92584
(33.664633, -117.176817)",Children (0-17),51,42.1,6065,RIVERSIDE
2013,"95367
(37.727982, -120.942022)",Children (0-17),45,62.9,6099,STANISLAUS
2013,"93907
(36.771091, -121.664391)",Children (0-17),59,101.4,6053,MONTEREY
2015,"94110
(37.749202, -122.41575)",Children (0-17),84,76.7,6075,SAN FRANCISCO
2014,"94579
(37.688234, -122.15302)",Children (0-17),44,109.7,6001,ALAMEDA
2014,"93662
(36.558772, -119.629364)",Children (0-17),207,224.1,6019,FRESNO
2014,"93263
(35.492424, -119.290284)",Children (0-17),57,83.6,6029,KERN
2014,"95123
(37.244771, -121.829629)",Children (0-17),72,46.7,6085,SANTA CLARA
2015,"93263
(35.492424, -119.290284)",Children (0-17),49,71.7,6029,KERN
2013,"93256
(35.973861, -119.294759)",Children (0-17),22,89,6107,TULARE
2014,"93420
(35.127636, -120.48545)",Children (0-17),31,58.8,6079,SAN LUIS OBISPO
2013,"93455
(34.86075, -120.416107)",Children (0-17),54,55.6,6083,SANTA BARBARA
2015,"94534
(38.240285, -122.11101)",Children (0-17),54,62,6095,SOLANO
2014,"92860
(33.923668, -117.553508)",Children (0-17),26,50.8,6065,RIVERSIDE
2015,"93901
(36.664932, -121.651931)",Children (0-17),63,96.9,6053,MONTEREY
2015,"94404
(37.554952, -122.269646)",Children (0-17),17,21.1,6081,SAN MATEO
2015,"92646
(33.667231, -117.968323)",Children (0-17),44,44.3,6059,ORANGE
2014,"94609
(37.834707, -122.26418)",Children (0-17),58,176.9,6001,ALAMEDA
2015,"95129
(37.305834, -122.001159)",Children (0-17),17,18.2,6085,SANTA CLARA
2015,"93905
(36.682501, -121.614378)",Children (0-17),268,119.2,6053,MONTEREY
2015,"92284
(34.166982, -116.429685)",Children (0-17),38,68.2,6071,SAN BERNARDINO
2015,"92354
(34.050139, -117.248657)",Children (0-17),44,97,6071,SAN BERNARDINO
2014,"93286
(36.488984, -119.070573)",Children (0-17),15,46.2,6107,TULARE
2014,"95376
(37.737693, -121.434345)",Children (0-17),150,105.2,6077,SAN JOAQUIN
2015,"95350
(37.671544, -121.008313)",Children (0-17),130,113.2,6099,STANISLAUS
2015,"93618
(36.531336, -119.387844)",Children (0-17),122,113.9,6107,TULARE
2015,"94080
(37.654648, -122.42753)",Children (0-17),118,87.2,6081,SAN MATEO
2014,"92883
(33.769472, -117.483384)",Children (0-17),27,34,6065,RIVERSIDE
2013,"93436
(34.624957, -120.42032)",Children (0-17),94,69.9,6083,SANTA BARBARA
2014,"92301
(34.617329, -117.496669)",Children (0-17),153,129.3,6071,SAN BERNARDINO
2013,"93010
(34.230552, -119.057652)",Children (0-17),50,55.1,6111,VENTURA
2015,"93247
(36.198934, -119.089561)",Children (0-17),64,100.7,6107,TULARE
2015,"93065
(34.270627, -118.772831)",Children (0-17),99,56.7,6111,VENTURA
2015,"93257
(36.036425, -118.974081)",Children (0-17),241,92.6,6107,TULARE
2014,"93609
(36.533334, -119.850936)",Children (0-17),34,201.9,6019,FRESNO
2015,"94506
(37.807057, -121.912878)",Children (0-17),16,29.7,6013,CONTRA COSTA
2015,"93445
(35.102368, -120.611276)",Children (0-17),21,121.8,6079,SAN LUIS OBISPO
2013,"94070
(37.497845, -122.267517)",Children (0-17),14,19.6,6081,SAN MATEO
2014,"92530
(33.652316, -117.369097)",Children (0-17),90,58.8,6065,RIVERSIDE
2013,"93263
(35.492424, -119.290284)",Children (0-17),35,50.4,6029,KERN
2015,"92683
(33.752825, -117.994896)",Children (0-17),135,65.3,6059,ORANGE
2014,"92866
(33.78443, -117.844947)",Children (0-17),24,72,6059,ORANGE
2014,"94118
(37.781112, -122.461499)",Children (0-17),21,34.2,6075,SAN FRANCISCO
2013,"92627
(33.646667, -117.917058)",Children (0-17),86,62.5,6059,ORANGE
2013,"92501
(33.99431, -117.370777)",Children (0-17),66,121.8,6065,RIVERSIDE
2015,"92595
(33.614732, -117.261693)",Children (0-17),37,44.6,6065,RIVERSIDE
2015,"92630
(33.641684, -117.688753)",Children (0-17),37,28,6059,ORANGE
2013,"93654
(36.624907, -119.425139)",Children (0-17),86,92.8,6019,FRESNO
2013,"93630
(36.723317, -120.100357)",Children (0-17),51,72.8,6019,FRESNO
2015,"93030
(34.206212, -119.174183)",Children (0-17),171,84.9,6111,VENTURA
2014,"93455
(34.86075, -120.416107)",Children (0-17),42,43.3,6083,SANTA BARBARA
2013,"93657
(36.764418, -119.491385)",Children (0-17),112,109,6019,FRESNO
2013,"94015
(37.679547, -122.478678)",Children (0-17),54,47.7,6081,SAN MATEO
2014,"94591
(38.107585, -122.209634)",Children (0-17),144,124.4,6095,SOLANO
2014,"93250
(35.661185, -119.200586)",Children (0-17),64,125.9,6029,KERN
2014,"95350
(37.671544, -121.008313)",Children (0-17),144,126.6,6099,STANISLAUS
2014,"95111
(37.283205, -121.827219)",Children (0-17),102,58.4,6085,SANTA CLARA
2014,"93111
(34.445303, -119.80309)",Children (0-17),16,48.9,6083,SANTA BARBARA
